Gene,F303_0ppm,F306_2ppm,F318_0ppm,F320_2ppm,F325_0ppm,F328_0ppm,F332_0ppm,F336_2ppm,F341_2ppm,F342_2ppm
Card11,16,18,16,32,33,31,30,31,26,35
Card14,8,32,28,19,11,14,16,18,11,15
Card6,513,382,490,523,590,603,628,471,488,534
Card9,6,2,7,8,1,5,1,2,2,1
Carf,57,35,42,44,45,50,43,44,34,34
Carhsp1,8575,6308,6790,7790,6729,6200,6216,5994,4960,4636
Carkd,401,297,349,278,322,263,288,228,156,160
Carm1,930,852,664,705,671,595,581,494,366,499
Carns1,38,48,7,8,3,11,2,5,0,0
Cars,1259,1085,1393,1291,1487,1416,1495,1399,1182,1131
Cars2,230,156,241,159,253,229,219,159,127,163
Cartpt,0,0,0,0,0,0,0,0,0,0
Casc1,1021,869,1384,1220,1547,1436,1626,1333,1173,1165
Casc3,565,525,394,456,310,370,324,271,206,205
Casc4,426,364,188,338,96,183,171,142,59,97
Casc5,1542,1249,1549,1702,1508,1650,1434,1471,1300,1326
Casd1,359,373,119,355,118,106,98,82,18,41
Cask,660,500,481,469,444,596,505,594,544,528
Caskin1,124,98,34,22,28,31,24,19,21,14
Caskin2,470,536,546,476,507,564,464,385,406,531
Casp1,12,16,4,8,14,6,12,4,11,8
Casp12,34,4,1,3,3,6,0,5,0,0
Casp14,0,0,0,1,0,0,0,0,0,0
Casp2,1001,799,664,826,631,657,579,534,522,468
Casp3,331,178,133,216,128,165,96,80,63,47
Casp4,3,0,0,2,5,1,0,0,1,3
Casp6,1761,412,243,319,174,225,118,174,41,61
Casp7,159,109,73,125,68,39,54,40,8,28
Casp8,802,499,624,676,679,735,722,633,514,508
Casp8ap2,3938,3044,3837,4409,3812,4887,4327,4583,3675,3993
Casp9,441,399,266,317,227,274,225,238,151,178
Casq1,3,3,1,8,1,5,4,0,0,1
Casq2,326,238,352,259,399,349,413,341,271,280
Casr,0,0,0,0,4,0,0,1,0,0
Cass4,5,6,16,1,9,12,14,7,3,5
Cast,871,773,867,866,862,806,877,823,671,652
Casz1,80,84,79,70,83,119,100,96,74,89
Cat,712,401,188,332,134,152,73,107,26,43
Catsper1,0,0,0,0,0,0,0,0,0,0
Catsper2,100,94,132,108,139,87,120,100,97,82
Catsper3,22,25,28,27,31,20,22,38,23,19
Catsper4,0,0,0,0,1,0,0,0,0,0
Catsperb,2,0,1,0,1,1,0,0,0,0
Catsperd,65,55,70,67,72,69,103,78,37,42
Catsperg1,3,1,3,1,0,1,2,1,1,0
Catsperg2,0,0,0,0,0,0,0,0,0,0
Cav1,116,63,15,37,22,42,8,43,2,8
Cav2,25,24,2,19,5,10,1,13,7,5
Cav3,1,0,0,0,0,0,1,0,1,0
Cbfa2t2,919,805,998,825,863,882,817,828,719,683
Cbfa2t3,259,221,233,236,204,279,227,183,168,163
Cbfb,820,588,253,461,197,194,145,192,53,79
Cbl,432,279,328,448,328,581,444,402,393,436
Cblb,168,100,57,145,74,76,38,38,28,28
Cblc,5,0,0,1,0,0,1,0,0,0
Cbll1,1107,798,925,938,832,880,889,924,697,652
Cbln1,7,4,13,13,8,9,6,12,9,8
Cbln2,1,0,0,0,0,0,0,1,0,0
Cbln3,8,6,3,0,0,1,3,0,2,0
Cbln4,26,10,15,19,17,29,18,21,15,17
Cbr1,371,280,276,272,301,261,310,215,157,181
Cbr2,1,3,2,1,0,0,0,0,0,0
Cbr3,24,33,9,20,15,10,19,11,9,13
Cbr4,140,108,117,128,135,149,130,114,96,83
Cbs,130,84,57,231,87,74,69,37,21,18
Cbwd1,158,136,153,148,101,110,132,94,81,67
Cbx1,812,577,773,728,841,757,898,649,574,556
Cbx2,3269,2681,3726,3289,3602,3457,3582,3559,2808,2908
Cbx3,104,53,28,83,37,38,22,27,8,16
Cbx4,215,145,91,84,52,45,73,54,15,13
Cbx5,1526,1074,1099,1385,1203,1250,1123,1097,921,899
Cbx6,133,102,18,38,23,22,11,18,2,4
Cbx7,116,68,118,75,99,47,115,100,63,62
Cbx8,40,33,20,36,19,22,20,21,7,7
Cby1,320,216,287,291,293,314,276,273,204,173
Cc2d1a,1365,1130,1586,1502,1685,1704,1525,1475,1306,1362
Cc2d1b,906,754,945,845,938,892,867,893,730,792
Cc2d2a,360,225,178,234,110,172,113,108,62,98
Ccar1,3111,2279,2501,2635,2619,2875,2843,2744,2095,2276
Ccbe1,81,56,54,88,47,50,31,51,32,43
Ccbl1,57,60,80,71,49,70,69,66,62,57
Ccbl2,469,355,565,477,545,483,648,458,366,455
Ccbp2,2,2,0,2,0,0,0,1,2,0
Ccdc101,2139,1450,2269,2076,2525,2444,2761,2185,1781,1727
Ccdc102a,26,30,26,20,14,20,33,18,6,10
Ccdc103,26,14,5,11,13,11,11,4,11,5
Ccdc104,816,598,926,848,982,878,957,682,688,656
Ccdc105,213,140,236,196,278,235,313,166,168,173
Ccdc106,98,97,142,88,121,132,157,122,78,73
Ccdc107,415,310,423,362,460,365,360,306,250,246
Ccdc108,0,0,1,0,0,3,0,1,0,0
Ccdc109b,298,164,305,233,322,282,317,293,254,255
Ccdc11,513,327,568,546,563,623,682,566,446,441
Ccdc110,57,38,102,53,84,97,96,99,78,89
Ccdc111,609,546,639,675,709,580,731,563,434,475
Ccdc112,175,126,163,182,167,195,187,193,137,149
Ccdc113,99,64,124,64,111,108,121,89,58,76
Ccdc114,277,223,259,281,271,305,309,293,220,204
Ccdc115,4376,3301,4966,4446,5414,4686,5276,4655,4075,4107
Ccdc116,0,0,0,0,1,4,0,1,0,0
Ccdc117,17367,13635,18105,17490,19163,20160,20618,19534,15937,16664
Ccdc12,302,188,275,211,257,274,255,197,167,182
Ccdc120,382,299,437,353,286,460,424,423,395,330
Ccdc121,0,1,0,0,1,0,3,0,0,0
Ccdc122,443,346,583,413,524,470,547,456,338,339
Ccdc124,681,443,712,637,748,774,765,567,471,529
Ccdc125,73,86,33,46,17,15,9,10,7,6
Ccdc126,58,56,52,74,36,23,37,38,10,14
Ccdc127,876,566,764,730,670,617,682,620,454,444
Ccdc129,0,3,3,0,0,2,1,1,0,1
Ccdc13,88,99,151,91,115,127,123,118,106,77
Ccdc130,1585,1313,1910,1657,2141,2108,2182,1927,1638,1534
Ccdc132,2700,2132,2747,2767,2693,3076,3104,2723,2446,2610
Ccdc134,123,74,92,60,64,49,56,48,27,13
Ccdc135,11,10,13,6,17,24,15,15,6,14
Ccdc136,600,535,668,497,587,616,704,671,596,592
Ccdc137,171,198,69,106,38,49,39,35,11,16
Ccdc138,495,399,631,526,659,640,632,528,514,478
Ccdc14,6386,4614,6286,6143,6255,7449,7302,6890,5935,6389
Ccdc141,243,176,254,220,203,258,247,177,201,187
Ccdc142,54,58,33,37,29,31,26,17,15,8
Ccdc144b,0,0,0,1,0,0,0,0,0,0
Ccdc146,34,27,36,29,28,36,40,57,35,21
Ccdc147,87,42,99,77,115,111,112,69,49,97
Ccdc148,40,37,36,53,44,57,57,39,50,43
Ccdc149,119,142,137,137,103,148,102,134,89,93
Ccdc15,559,386,487,548,577,631,594,475,522,481
Ccdc150,32,25,35,27,25,29,43,31,36,38
Ccdc151,6,6,23,8,17,17,22,11,6,5
Ccdc152,15,12,20,22,25,16,29,15,20,21
Ccdc153,0,0,0,0,0,0,2,0,0,0
Ccdc154,0,0,0,0,0,0,0,0,0,0
Ccdc155,964,811,1436,1085,1501,1242,1491,1253,1024,1094
Ccdc157,379,335,283,269,218,229,219,220,147,144
Ccdc158,418,342,403,455,437,488,553,477,445,415
Ccdc159,12,12,5,10,2,3,4,2,1,4
Ccdc160,78,20,26,46,18,18,8,17,4,6
Ccdc162,40,40,26,29,38,34,41,40,28,29
Ccdc163,134,118,155,153,172,136,132,129,106,100
Ccdc164,50,45,75,51,72,81,92,67,64,80
Ccdc166,43,35,37,33,38,22,27,31,12,21
Ccdc167,429,307,360,375,397,340,363,324,260,293
Ccdc169,1,0,0,0,0,1,0,0,0,0
Ccdc17,43,25,11,22,18,7,1,16,3,13
Ccdc170,141,115,120,109,170,127,190,171,128,116
Ccdc171,902,690,890,754,830,914,935,887,735,789
Ccdc172,317,239,380,297,409,349,425,317,308,303
Ccdc173,67,36,64,51,46,66,73,82,45,67
Ccdc174,685,492,742,789,829,753,953,804,659,612
Ccdc175,42,37,62,49,61,45,64,53,44,35
Ccdc176,153,163,193,147,160,184,181,172,142,153
Ccdc177,2,3,0,4,3,3,1,3,3,2
Ccdc178,24,11,25,14,22,17,27,20,18,25
Ccdc18,1060,960,1171,1151,1058,1339,1353,1453,1179,1111
Ccdc19,315,239,409,360,354,416,451,370,338,372
Ccdc22,232,216,148,177,170,161,152,128,117,100
Ccdc23,297,214,296,223,334,268,286,183,148,171
Ccdc24,46,34,52,28,46,76,57,41,31,42
Ccdc25,391,391,376,441,308,330,380,390,265,244
Ccdc27,15,17,18,15,19,24,27,11,6,18
Ccdc28a,131,99,113,117,122,145,88,110,80,89
Ccdc28b,414,331,416,335,449,398,424,296,294,229
Ccdc3,1190,822,1362,1299,1450,1221,1605,1374,1112,1117
Ccdc30,62,60,81,59,84,82,68,74,53,42
Ccdc32,87,85,57,41,30,27,40,42,17,14
Ccdc33,18,8,28,24,29,20,34,23,17,26
Ccdc34,488,303,439,447,462,479,446,438,318,326
Ccdc36,132,95,141,96,144,155,141,167,119,118
Ccdc37,1,2,1,0,0,0,0,0,0,1
Ccdc38,163,94,161,191,152,184,209,152,121,112
Ccdc39,36,36,13,28,7,16,12,15,4,9
Ccdc40,15,3,17,6,13,9,20,10,10,6
Ccdc41,1315,1026,1494,1405,1593,1472,1521,1419,1242,1315
Ccdc42,29,11,45,50,50,72,46,40,40,33
Ccdc42b,0,0,1,0,1,4,0,0,0,0
Ccdc43,325,192,92,211,99,100,77,55,14,33
Ccdc47,5318,4068,5248,5330,5398,5982,6148,5542,4514,4586
Ccdc50,2265,1680,2260,2422,2112,2375,2503,2317,2173,1976
Ccdc51,60,27,20,30,10,13,9,10,7,8
Ccdc53,180,113,113,119,74,65,86,71,42,23
Ccdc54,0,0,0,0,0,0,0,0,0,0
Ccdc55,1646,1391,1636,1561,1779,1812,1999,1862,1444,1591
Ccdc57,152,114,116,119,131,135,113,107,87,71
Ccdc58,1356,832,1471,1099,1539,1433,1602,1139,962,1059
Ccdc59,603,499,600,564,739,626,752,623,444,486
Ccdc6,2133,1757,2561,2073,2191,2398,2360,2290,2032,2281
Ccdc60,303,225,382,339,381,443,432,374,296,330
Ccdc61,524,466,501,390,481,455,538,429,358,346
Ccdc62,705,517,631,689,872,924,834,683,524,637
Ccdc63,81,66,110,91,106,122,130,120,107,108
Ccdc64,174,156,259,172,222,178,209,204,146,166
Ccdc64b,100,85,105,87,112,105,105,100,79,82
Ccdc65,39,31,49,58,30,51,46,52,27,35
Ccdc66,420,417,445,478,456,416,462,464,391,391
Ccdc67,7,20,36,6,17,18,17,15,11,6
Ccdc68,162,133,122,126,119,93,90,88,41,67
Ccdc69,10912,7923,12115,10932,13166,13416,14348,13420,10617,10454
Ccdc7,0,1,0,0,0,0,0,0,0,0
Ccdc70,0,0,1,1,0,1,0,0,0,0
Ccdc71,885,667,1028,910,943,1126,1003,974,695,678
Ccdc71l,336,302,277,238,237,212,225,236,154,184
Ccdc73,847,701,993,967,954,1006,1101,1130,922,938
Ccdc74a,386,295,458,311,473,429,499,424,271,321
Ccdc77,206,192,186,172,152,155,126,144,77,129
Ccdc78,6,2,3,2,3,8,3,3,2,0
Ccdc79,1036,918,1180,933,1242,1152,1328,1162,1068,989
Ccdc8,50,73,19,35,24,17,14,15,1,7
Ccdc80,159,104,7,9,7,18,3,13,1,5
Ccdc81,2,1,1,3,1,0,0,1,0,0
Ccdc82,301,241,293,334,352,365,391,318,307,241
Ccdc83,11,10,17,31,19,19,29,19,15,33
Ccdc84,598,405,558,521,811,720,700,571,439,488
Ccdc85a,207,150,285,221,311,237,339,238,252,201
Ccdc85b,49,38,14,17,30,18,12,18,6,10
Ccdc85c,33,30,35,26,48,27,31,56,22,37
Ccdc86,861,688,877,763,908,901,873,797,673,705
Ccdc87,46,30,37,47,41,57,49,37,37,44
Ccdc88a,1101,944,779,939,676,739,704,713,492,697
Ccdc88b,0,0,1,0,0,0,0,0,1,1
Ccdc88c,176,207,204,160,157,154,122,122,121,123
Ccdc89,6,4,3,1,2,4,0,1,0,0
Ccdc9,208,145,189,162,151,162,151,180,136,160
Ccdc90a,1395,1018,1419,1449,1573,1696,1635,1397,1187,1202
Ccdc90b,1517,1055,1409,1178,1544,1570,1582,1345,910,1020
Ccdc91,1159,932,1248,1076,1154,1134,1217,1187,891,854
Ccdc92,3359,2619,4182,3451,4390,4213,4365,3985,3313,3570
Ccdc93,491,394,541,483,550,541,559,525,423,417
Ccdc94,140,86,139,119,129,123,133,117,99,88
Ccdc96,19,4,3,3,3,10,13,5,6,6
Ccdc97,893,727,808,825,890,919,860,761,647,679
Ccer1,0,0,0,0,0,0,0,0,0,0
Cchcr1,129,76,37,69,39,46,21,10,1,8
Ccin,0,0,0,0,0,0,0,0,0,0
Cck,0,0,0,0,0,0,0,0,0,0
Cckar,5,5,3,3,13,10,3,8,3,7
Cckbr,0,0,0,0,0,0,0,0,0,0
Ccl1,2,3,6,2,8,2,3,7,2,1
Ccl11,6,6,26,37,32,27,36,17,17,25
Ccl12,0,2,0,1,0,0,0,0,0,0
Ccl17,0,0,0,0,2,4,2,0,0,1
Ccl19,0,0,0,0,0,0,0,0,0,0
Ccl2,43,26,36,47,44,72,82,36,41,39
Ccl20,0,1,0,0,0,0,0,0,0,0
Ccl21a,0,0,0,0,0,0,0,0,0,0
Ccl21b,0,0,0,0,0,0,0,0,0,0
Ccl21c,0,0,0,0,0,0,0,0,0,0
Ccl22,2,0,0,2,1,0,0,0,0,0
Ccl24,0,0,1,0,0,0,1,0,0,2
Ccl25,51,62,84,78,98,40,67,55,85,52
Ccl26,0,0,0,0,0,0,0,0,0,0
Ccl27a,52,29,39,30,45,42,44,35,32,37
Ccl27b,0,0,0,0,0,0,0,0,0,0
Ccl28,77,61,79,113,90,95,84,92,60,87
Ccl3,9,6,12,14,8,11,13,9,4,10
Ccl4,21,11,10,19,13,9,5,10,12,8
Ccl5,0,1,0,0,0,0,0,0,1,0
Ccl6,14,20,14,15,24,18,21,16,9,15
Ccl7,0,1,1,0,0,0,0,0,0,0
Ccl8,0,2,2,0,0,0,0,0,0,0
Ccl9,0,2,0,1,2,1,0,0,0,0
Ccm2,673,478,617,556,541,493,565,458,359,443
Ccm2l,1,6,7,3,0,3,4,5,2,3
Ccna1,1,0,0,0,0,0,0,0,0,0
Ccna2,5690,3496,4781,5414,5081,5590,5370,4872,3823,4095
Ccnb1,12352,9000,13058,12887,13715,14244,14823,15019,11998,11108
Ccnb1ip1,62,64,102,86,102,88,80,75,88,51
Ccnb2,3032,1890,2794,2656,3107,2665,3084,2619,1858,2086
Ccnb3,524,350,617,586,638,735,711,663,623,581
Ccnc,990,683,1017,983,1162,1079,1012,911,799,777
Ccnd1,38,40,35,26,39,50,52,59,37,36
Ccnd2,6626,2287,1863,2649,2570,2720,1854,1266,525,1007
Ccnd3,384,350,392,299,340,313,337,325,214,220
Ccndbp1,7263,4962,7025,6659,7887,8134,8485,7782,6147,6189
Ccne1,269,221,220,202,236,199,184,216,126,159
Ccne2,2283,1790,2251,1940,2020,2037,2120,2182,1579,1450
Ccnf,1732,1159,1709,1849,1937,1922,1979,1784,1453,1556
Ccng1,659,409,322,482,419,315,309,278,133,173
Ccng2,1013,680,767,823,727,671,663,606,420,470
Ccnh,732,666,734,707,752,649,702,584,430,577
Ccni,1139,802,647,987,621,652,626,633,497,495
Ccnj,654,426,706,608,499,628,501,716,436,362
Ccnjl,50,53,24,19,8,10,16,11,1,3
Ccnk,102,58,83,65,75,113,70,73,56,67
Ccnl1,1909,1524,1731,1786,1748,2085,1877,1836,1505,1515
Ccnl2,3065,2090,2572,2927,2816,2906,3065,2589,2114,2333
Ccno,8999,7579,11262,8764,11001,11163,11327,10250,8547,8643
Ccnt1,1000,815,965,913,1095,1015,954,966,740,712
Ccnt2,2588,2018,2776,2880,2652,2967,2883,2847,2617,2490
Ccny,235,103,78,126,92,74,62,65,30,32
Ccnyl1,759,644,833,625,720,802,843,758,729,762
Ccp110,1857,1290,1654,1836,1615,2144,1773,1682,1386,1595
Ccpg1,1512,1250,1489,1455,1499,1386,1423,1488,1298,1214
Ccr1,0,1,1,0,0,0,0,0,0,0
Ccr10,5,2,1,3,2,3,2,4,3,8
Ccr1l1,13,9,19,6,4,5,13,17,6,5
Ccr2,4,5,0,0,1,0,0,2,1,1
Ccr3,89,100,118,126,150,127,123,124,134,107
Ccr4,5,4,4,1,2,7,0,4,3,3
Ccr5,2,4,0,9,0,2,1,0,0,2
Ccr6,1,0,2,0,1,1,1,2,0,2
Ccr7,0,0,0,0,2,2,0,0,0,0
Ccr8,2,0,0,3,0,6,0,0,0,0
Ccr9,11,15,7,12,10,7,15,21,13,10
Ccrl1,44,36,36,42,38,44,36,41,32,45
Ccrl2,11,4,1,0,8,5,2,10,0,1
Ccrn4l,5990,4606,6318,6597,6686,7022,7068,6741,6118,6140
Ccs,194,147,176,152,131,134,151,128,91,90
Ccsap,221,179,271,270,212,251,228,245,182,191
Ccser1,133,82,157,118,193,132,184,105,117,104
Ccser2,2192,1895,2165,2208,2086,2515,2243,2254,2023,1908
Cct2,3969,2994,3960,3748,4009,3754,3844,3553,2571,2809
Cct3,6334,4742,5806,5624,6103,5358,5739,4788,3800,3871
Cct4,2703,1968,2016,1851,1618,1457,1627,1603,899,851
Cct5,11180,8703,11700,11145,13204,12231,12417,10764,8682,9193
Cct6a,2128,1307,756,1428,744,572,399,465,138,192
Cct6b,7,5,3,2,12,3,11,3,1,2
Cct7,3634,2330,2197,2581,2230,1712,1754,1676,981,1068
Cct8,7416,5316,6291,6731,6778,6312,6338,5969,4342,4736
Cct8l1,1,0,0,0,0,0,0,0,0,0
Ccz1,1330,946,1206,1206,1270,1260,1352,1124,755,996
Cd101,20,14,34,26,43,26,27,30,35,28
Cd109,3,0,1,3,0,1,0,1,3,0
Cd14,2,2,0,5,1,2,0,0,0,1
Cd151,149,101,106,111,126,115,115,123,81,71
Cd160,2115,1560,2764,2394,3025,2840,3062,2429,2169,2208
Cd163,4,7,8,10,2,23,4,7,7,2
Cd163l1,0,0,1,0,0,0,0,0,0,0
Cd164,7763,5953,7072,6892,7128,7142,7310,6708,5779,5925
Cd164l2,4727,3343,5719,4806,6520,5802,6281,4869,4172,4263
Cd177,3110,2718,4000,3617,4494,4110,4610,3869,3478,3366
Cd180,47,43,39,54,52,64,53,51,49,51
Cd19,3,3,4,4,0,1,3,5,0,3
Cd1d1,280,181,213,181,190,170,166,159,153,94
Cd1d2,15,3,4,4,3,1,2,4,1,1
Cd2,0,0,0,0,1,4,0,0,0,0
Cd200,915,736,563,879,535,564,533,440,466,441
Cd200r1,0,5,0,0,0,0,0,0,0,0
Cd200r2,0,0,0,0,0,0,0,0,0,0
Cd200r3,31,20,41,41,45,49,47,48,32,28
Cd200r4,0,0,0,0,0,0,0,0,0,0
Cd207,0,0,0,0,0,0,0,0,0,0
Cd209a,9,0,1,6,0,0,0,0,3,0
Cd209b,0,0,0,0,0,0,0,0,0,0
Cd209c,19,29,44,29,55,30,31,31,45,30
Cd209d,1,0,0,0,0,0,0,0,0,0
Cd209e,2,0,0,10,2,2,3,1,1,2
Cd209f,71,38,68,43,87,61,65,55,49,34
Cd209g,97,40,126,66,123,106,130,87,77,81
Cd22,5,4,1,10,2,2,5,6,3,4
Cd226,81,76,75,54,80,79,86,93,96,66
Cd244,60,38,68,58,73,72,70,57,71,57
Cd247,7,6,9,12,9,12,3,5,5,12
Cd248,12,4,2,0,2,0,0,3,0,0
Cd24a,37,55,2,8,8,8,0,23,0,8
Cd27,17,10,11,15,16,8,21,16,7,6
Cd274,10,3,10,13,10,8,12,12,4,6
Cd276,20,40,12,45,0,5,14,13,1,2
Cd28,0,2,0,1,1,0,0,0,0,0
Cd2ap,858,632,880,950,902,923,792,834,835,755
Cd2bp2,1400,1097,1383,1291,1396,1454,1522,1322,1062,1124
Cd300a,0,18,0,2,3,1,0,1,1,0
Cd300c,29,22,38,35,54,31,37,36,37,21
Cd300e,0,0,2,2,4,0,6,1,2,1
Cd300lb,0,5,0,1,1,0,0,0,0,1
Cd300ld,0,2,0,4,0,0,0,0,0,0
Cd300lf,512,315,534,423,534,525,554,520,425,412
Cd300lg,4,0,7,6,0,3,1,3,1,1
Cd300lh,0,0,0,0,0,0,0,0,0,0
Cd302,244,153,80,90,47,64,23,27,7,34
Cd320,1224,923,987,834,1054,821,811,661,446,533
Cd33,0,3,0,0,1,0,0,0,0,0
Cd34,52,21,4,57,5,12,15,18,2,2
Cd36,1562,1200,1686,1739,1476,1577,1723,1457,1352,1260
Cd37,0,1,0,1,0,0,0,2,0,0
Cd38,5,11,2,8,6,5,0,0,0,0
Cd3d,0,0,0,0,0,0,0,0,0,0
Cd3e,1,0,2,1,0,0,3,2,2,2
Cd3eap,207,140,131,156,156,145,112,127,77,83
Cd3g,2,0,0,0,0,0,0,0,0,0
Cd4,159,140,218,206,284,309,245,211,190,223
Cd40,8,14,29,8,8,11,15,13,6,8
Cd40lg,7,3,6,3,14,4,18,4,2,6
Cd44,18,7,3,10,7,2,4,3,2,0
Cd46,4,8,1,3,1,3,2,3,2,0
Cd47,253,158,68,196,75,83,68,73,17,21
Cd48,15,7,6,9,4,5,5,8,5,7
Cd5,105,93,153,118,190,145,139,147,119,92
Cd52,88,11,25,2,57,2,5,28,0,22
Cd53,4,27,7,5,1,6,6,2,4,3
Cd55,5910,4563,6954,6205,7495,7029,7428,6678,6078,5975
Cd59a,81,73,49,66,63,76,68,58,50,41
Cd59b,20,9,25,8,25,8,26,20,3,7
Cd5l,2,22,0,4,1,0,4,4,4,1
Cd6,0,1,0,0,1,2,0,1,1,0
Cd63,514,301,70,122,68,82,45,100,8,14
Cd68,17,36,22,30,14,17,17,23,8,12
Cd69,203,204,362,344,435,305,307,328,292,214
Cd7,1385,1072,2033,1562,2051,1877,2254,1413,1161,1280
Cd70,2,1,3,0,1,2,0,0,2,0
Cd72,80,45,61,65,93,94,66,66,40,29
Cd74,51,220,8,20,28,16,3,7,1,4
Cd79a,2,0,0,0,0,3,0,0,0,0
Cd79b,0,0,0,1,0,0,0,0,0,0
Cd80,1,1,3,0,2,0,1,4,0,2
Cd81,2353,1703,615,1324,652,513,468,382,72,117
Cd82,139,124,60,144,60,44,41,29,5,13
Cd83,8,19,39,84,5,15,21,6,0,2
Cd84,4,13,8,11,6,4,4,4,4,4
Cd86,0,3,0,0,0,0,0,0,0,0
Cd8a,1,2,4,4,1,3,2,1,1,1
Cd8b1,0,0,1,0,1,0,0,0,0,0
Cd9,2273,1965,3378,1616,2776,2289,2577,2584,1745,1504
Cd93,3,4,4,1,1,2,0,5,3,2
Cd96,49,21,57,39,80,72,80,41,33,47
Cd97,226,95,42,68,38,42,30,28,6,10
Cd99l2,538,391,457,305,359,401,410,378,301,327
Cda,1,1,3,2,1,0,2,0,0,1
Cdadc1,281,233,137,147,162,161,150,103,111,120
Cdan1,545,512,505,582,487,480,466,461,329,389
Cdc123,1065,705,682,889,763,729,707,576,496,446
Cdc14a,264,230,173,226,149,195,155,109,77,108
Cdc14b,315,259,389,246,362,330,350,373,244,230
Cdc16,1430,1045,1198,1220,1214,1012,1052,963,766,722
Cdc20,2763,1601,2220,2261,2310,2604,2534,2330,1695,1799
Cdc23,1967,1279,1395,1654,1558,1568,1566,1268,977,1133
Cdc25a,4287,3579,4674,4650,4793,5657,4998,5112,4625,4510
Cdc25b,1434,1117,1741,1503,1749,1743,1636,1412,1457,1421
Cdc25c,404,258,370,365,448,369,360,304,300,274
Cdc26,198,101,184,113,203,179,197,140,91,84
Cdc27,8167,6628,8644,9151,8357,10120,9397,9289,8172,8497
Cdc34,1058,791,1213,849,1217,1071,1153,945,796,781
Cdc37,1782,1356,1519,1409,1420,1459,1335,1313,833,930
Cdc37l1,2469,1849,2548,2438,2711,2708,2704,2569,2208,2307
Cdc40,1594,1111,1494,1480,1349,1605,1634,1505,1289,1215
Cdc42,6931,5234,6023,6249,6260,6037,6406,5822,5042,4644
Cdc42bpa,2764,2341,3351,3281,3326,3567,3471,3266,2788,3059
Cdc42bpb,395,280,446,435,367,529,447,393,348,399
Cdc42bpg,26,14,23,21,19,15,23,9,11,18
Cdc42ep1,71,39,15,18,13,20,7,21,7,4
Cdc42ep2,750,540,862,791,869,1011,1007,839,733,830
Cdc42ep3,356,257,338,298,268,313,459,403,299,396
Cdc42ep4,165,151,85,44,36,51,48,88,29,15
Cdc42ep5,119,119,28,76,34,24,10,24,2,5
Cdc42se1,1591,1128,1418,1143,1428,1548,1534,1378,1156,1158
Cdc42se2,21696,16154,22983,21438,23418,24922,26372,23510,20176,21079
Cdc45,1443,1079,1491,1646,1641,1703,1696,1546,1220,1306
Cdc5l,327,200,154,260,118,110,76,86,34,32
Cdc6,1905,1664,1932,1933,2174,2345,2175,2153,1857,1633
Cdc7,965,678,864,870,810,894,902,871,627,682
Cdc73,787,513,586,612,576,532,473,559,333,388
Cdca2,1678,1250,1566,1777,1575,1841,1704,1642,1339,1350
Cdca3,1247,673,1082,1164,1165,1216,1169,1044,840,852
Cdca4,2494,1846,2717,2408,2695,2761,2881,2817,2181,2220
Cdca5,4759,3661,5376,4718,5971,5853,6320,5237,4385,4578
Cdca7,1016,656,661,753,553,504,496,573,301,278
Cdca7l,1476,1188,1493,1502,1541,1699,1479,1434,1136,1179
Cdca8,4613,3247,4597,4448,5260,5240,5195,4766,3942,4042
Cdcp1,3,3,2,1,3,3,3,0,2,2
Cdcp2,0,0,0,0,0,0,0,0,0,0
Cdh1,6577,4671,7477,7077,7054,8522,7851,8000,6639,6631
Cdh10,1,0,2,7,1,2,4,3,2,2
Cdh11,82,83,3,2,0,20,1,1,0,3
Cdh12,128,166,24,23,5,4,3,2,1,3
Cdh13,16,8,18,13,19,25,15,23,10,15
Cdh15,115,60,108,106,131,137,146,117,110,115
Cdh16,0,0,0,0,0,0,0,0,0,0
Cdh17,450,342,577,491,670,580,635,558,467,459
Cdh18,16,4,15,11,33,14,29,16,13,10
Cdh19,71,42,64,62,92,88,68,73,99,103
Cdh2,906,526,523,923,628,707,535,567,512,499
Cdh20,228,167,284,215,220,230,275,260,248,199
Cdh22,1,0,0,4,0,0,4,0,0,2
Cdh23,11,27,22,12,23,18,20,14,13,3
Cdh24,68,42,99,106,78,88,93,75,58,81
Cdh26,0,2,2,0,0,0,0,0,0,0
Cdh3,1080,930,1382,978,1066,1217,1067,1334,942,884
Cdh4,441,305,451,410,487,446,485,437,414,385
Cdh5,5,6,0,1,1,0,0,0,0,0
Cdh6,5,5,9,6,8,5,1,2,2,6
Cdh7,1,1,3,3,0,1,5,6,0,3
Cdh8,39,35,55,28,54,62,90,33,46,34
Cdh9,27,29,32,48,41,43,51,41,33,41
Cdhr1,1,0,0,0,0,0,0,0,0,0
Cdhr2,1,0,0,1,2,0,0,0,0,0
Cdhr3,1,0,0,0,0,1,1,1,0,0
Cdhr5,0,0,0,1,0,0,0,0,0,0
Cdip1,2082,1631,1842,1767,1841,1847,1833,1784,1281,1334
Cdipt,1333,866,1100,1096,1208,1242,1202,1116,879,973
Cdk1,2820,1837,2835,2588,3008,2711,2753,2268,1706,1814
Cdk10,188,180,175,148,170,166,153,124,137,118
Cdk11b,2309,1735,2274,2172,2388,2545,2579,2270,1789,1848
Cdk12,692,538,814,875,749,861,693,843,715,739
Cdk13,371,336,254,246,198,231,231,237,156,191
Cdk14,425,313,508,413,527,525,506,410,351,469
Cdk15,62,66,107,61,77,111,95,71,50,66
